Faculty,Gender,Registration No.(20/1/400/D/178),Offering time,Year of Graduation,Campus,The Programme met my expectations,The programme curriculum was rich and work-oriented,There was a variety of electives to choose,My lecturers have been teaching regularly,I am competent to apply what I studied at Ndejje University in the field,Lecturers displayed knowledge of course content,Lecturers emphasized critical thinking,Lecturers were available for consultation outside class,Tests and exams were communicated in time for ample preparations,How would you rate the contribution of your mentor/Supervisor to the successes of your Research?,My research experience contributed to my academic success?,"Library facilities (atmosphere, available sitting, hours)","Library staff (assistance in research, effectively finding information, learning how to use the libraries)","Access to electronic library resources (databases, electronic journals, and electronic books)",The hostels facilities were conducive,The staff at the Dean of Students office were supportive during challenges,Students were encouraged to participate in co-curricular activities,The quality of meals was adequate,There were adequate counselling services in place,The Chaplaincy activities contributed to my spiritual welfare,Suggestion for Improvement of the above services provided,ICT staff have been available for assistance,Projectors were available for learning,There was an effective Public Address for my class,There was access to reliable internet at the Faculty,There was access to computer labs during the practical courses,Online learning (ODeL) experience,Overall Satisfaction with University Departments [VC and DVC offices],Overall Satisfaction with University Departments [Academic Registrarâ€™s office],Overall Satisfaction with University Departments [Finance/Accounts],Overall Satisfaction with University Departments [Students Guild services],Overall Satisfaction with University Departments [Chaplaincy],Overall Satisfaction with University Departments [Sports facilities and recreation services],Overall Satisfaction with University Departments [Kitchen Services],Overall Satisfaction with University Departments [University Health Services],Overall Satisfaction with University Departments [Halls of residence],Overall Satisfaction with University Departments [University Website and Social Media Platforms],Overall Satisfaction with University Departments [Science/Practical Laboratories],Overall Satisfaction with University Departments [Community Outreach services],Overall Satisfaction with University Departments [Security department],"4
Rate your overall experience about Ndejje University","2
How likely are you to recommend someone to join Ndejje University",Home District,Hall of Residence,Tution 
Faculty of Engineering & Survey,Male,20/1/224/D/510,Day,2023,Main Campus Luwero,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,None,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,5,5,Kalungu,Muteesa,"3,800,000"
Faculty of Engineering & Survey,Male,21/1/224/D/353,Day,2023,Main Campus Luwero,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,Agree,Good,Excellent,Good,Agree,Agree,Agree,Agree,Agree,Agree,blessings  to all them for  the  knowledge  encouragement  give  to me,Agree,Agree,Agree,Agree,Agree,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,2,2,Kampala,Akidua,"3,000,000"
Faculty of Engineering & Survey,Male,21/1/224/D/553,Day,2023,Main Campus Luwero,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,Agree,Good,Good,Good,Agree,Agree,Agree,Agree,Agree,Agree,More time,Agree,Agree,Agree,Agree,Agree,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,1,1,Kasanda,Ham Mukasa,"3,800,000"
Faculty of Engineering & Survey,Male,17/1/328/D/646,Day,2023,Main Campus Luwero,Neutral,Disagree,Strongly disagree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Fair,Agree,Good,Excellent,Good,Strongly disagree,Neutral,Neutral,Strongly disagree,Neutral,Agree,Timetable for meals should be followed,Agree,Agree,Neutral,Strongly disagree,Agree,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,4,5,Kayunga,Yokaana,"3,000,000"
Faculty of Engineering & Survey,Female,19/1/238/D/708,Day,2023,Main Campus Luwero,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Good,Agree,Good,Good,Fair,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,"Good,improve on meals",Neutral,Agree,Disagree,Agree,Disagree,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,3,3,Kiboga,Muteesa,"3,800,000"
Faculty of Engineering & Survey,Female,20/1/224/D/155,Day,2023,Main Campus Luwero,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Good,Good,Good,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Counseling sessions be put in place for good mental health,Agree,Agree,Agree,Disagree,Agree,Neutral,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Neutral,Neutral,Neutral,2,1,Kyankwanzi,Akidua,"3,000,000"
Faculty of Engineering & Survey,Male,20/2/328/W/197,Weekend,2023,Kampala Campus,Neutral,Agree,Strongly disagree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Fair,Agree,Average,Average,Average,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Alot to do,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Very Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2,1,Kyotera,Ham Mukasa,"3,800,000"
Faculty of Engineering & Survey,Male,22/2/420/W/591,Weekend,2023,Kampala Campus,Disagree,Neutral,Strongly disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Average,Agree,Poor,Fair,Poor,Neutral,Disagree,Strongly disagree,Agree,Agree,Disagree,Should take time to revise all there systems,Strongly disagree,Neutral,Disagree,Disagree,Agree,Very Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Satisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Neutral,Neutral,1,1,Luweero,Yokaana,"3,000,000"
Faculty of Engineering & Survey,Male,19/1/335/D/649,Day,2023,Main Campus Luwero,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Good,Good,Average,Neutral,Agree,Neutral,Agree,Neutral,Agree,NA,Agree,Agree,Agree,Neutral,Agree,Neutral,Satisfied,Very Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Neutral,Neutral,Satisfied,5,5,Lwengo,Muteesa,"2,200,000"
Faculty of Engineering & Survey,Female,20/2/335/W/142,Weekend,2023,Kampala Campus,Agree,Neutral,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Average,Agree,Average,Average,Average,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"Hostel services not available at Kampala campus, those available are privately owned",Agree,Agree,Disagree,Strongly disagree,Disagree,Satisfied,Satisfied,Very Satisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Satisfied,Neutral,Dissatisfied,Dissatisfied,Neutral,Satisfied,3,3,Lyantonde,Akidua,"3,000,000"
Faculty of Engineering & Survey,Male,20/2/335/W/137,Weekend,2023,Kampala Campus,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Excellent,Strongly agree,Fair,Fair,Poor,Disagree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Let the university stop over charging students,Agree,Neutral,Neutral,Disagree,Neutral,Satisfied,Dissatisfied,Satisfied,Very Dissatisfied,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Satisfied,Very Dissatisfied,Neutral,Dissatisfied,3,3,Masaka,Ham Mukasa,"3,800,000"
Faculty of Engineering & Survey,Male,19/2/335/W/1133,Weekend,2023,Kampala Campus,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Excellent,Strongly agree,Good,Good,Excellent,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,None,Agree,Neutral,Neutral,Agree,Agree,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Satisfied,Neutral,Satisfied,Satisfied,Neutral,Satisfied,4,4,Mityana,Yokaana,"3,000,000"
Faculty of Engineering & Survey,Male,19/2/335/W/143,Weekend,2023,Kampala Campus,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Agree,Good,Agree,Fair,Fair,Fair,Neutral,Strongly agree,Neutral,Neutral,Neutral,Neutral,Improve the Dean's office at Kampala campus. Improve the toilets at Kampala campus faculty of Engineering and Survey,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Dissatisfied,Neutral,Very Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Satisfied,3,2,Mpigi,Muteesa,"3,800,000"
Faculty of Engineering & Survey,Male,17/1/335/D/063,Day,2023,Main Campus Luwero,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Excellent,Strongly agree,Good,Good,Good,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Keep up the wonderful work,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,4,4,Mubende,Akidua,"3,000,000"
Faculty of Engineering & Survey,Male,19/1/335/D/587,Day,2023,Main Campus Luwero,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Good,Good,Average,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Agree,"Meals kibulamu nyooo, the University should support the welfare office for better meals at campus",Agree,Agree,Agree,Strongly disagree,Agree,Neutral,Neutral,Satisfied,Satisfied,Neutral,Very Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Neutral,Very Dissatisfied,4,3,Mukono,Ham Mukasa,"3,800,000"
Faculty of Engineering & Survey,Male,19/1/335/D/475,Day,2023,Main Campus Luwero,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Excellent,Strongly agree,Good,Good,Poor,Neutral,Agree,Agree,Disagree,Disagree,Agree,The quality of meals provided to students should be improved,Neutral,Agree,Neutral,Strongly disagree,Agree,Dissatisfied,Neutral,Very Satisfied,Very Dissatisfied,Neutral,Satisfied,Satisfied,Neutral,Very Dissatisfied,Neutral,Neutral,Neutral,Satisfied,Very Satisfied,4,4,Nakaseke,Akidua,"3,000,000"
Faculty of Engineering & Survey,Male,19/1/335/D/593,Day,2023,Main Campus Luwero,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Excellent,Strongly agree,Average,Average,Fair,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,"Sanitation in and out of the hostels should be improved, sinks and toilets should be repaired to limit or reduce leakage of effluent, drainage systems should be repaired, water taps to be constructed to reduce jam, outside latrines to be well treated to avoid stinching, indoor WiFi to be installed and put to work to enhance research at any time. The hostel rooms are too congested.",Neutral,Neutral,Neutral,Disagree,Neutral,Very Dissatisfied,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Satisfied,Dissatisfied,Dissatisfied,Neutral,3,3,Nakasongola,Yokaana,"3,800,000"
Faculty of Engineering & Survey,Male,19/1/335/D/414,Day,2023,Main Campus Luwero,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Excellent,Strongly agree,Average,Excellent,Average,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Supervision of various departments should be conducted weekly,Agree,Agree,Agree,Agree,Agree,Satisfied,Satisfied,Very Satisfied,Satisfied,Neutral,Very Satisfied,Neutral,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,5,5,Rakai,Muteesa,"3,000,000"
Faculty of Engineering & Survey,Male,20/2/335/w/904,Weekend,2023,Kampala Campus,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Excellent,Strongly agree,Average,Average,Poor,Neutral,Strongly agree,Agree,Neutral,Neutral,Neutral,Inform students about this service.,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Very Satisfied,Very Satisfied,Very Satisfied,Very Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,Satisfied,4,5,Sembabule,Akidua,"2,200,000"
Faculty of Engineering & Survey,Male,20/2/335/W/550,Weekend,2023,Kampala Campus,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Good,Good,Good,Agree,Agree,Agree,Agree,Agree,Strongly agree,NONE,Agree,Agree,Strongly agree,Agree,Agree,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,5,5,Wakiso,Ham Mukasa,"3,000,000"
Faculty of Engineering & Survey,Male,17/1/335/D/407,Day,2023,Main Campus Luwero,Agree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Good,Agree,Excellent,Good,Average,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Community hour should be compulsory,Agree,Agree,Neutral,Agree,Agree,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,3,5,Amuria,Yokaana,"3,800,000"
Faculty of Engineering & Survey,Male,23/1/324/157,Day,2023,Main Campus Luwero,Agree,Agree,Agree,Disagree,Strongly agree,Neutral,Neutral,Disagree,Neutral,Good,Neutral,Good,Average,Average,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,Neutral,We need a balance diet ðŸ˜«,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Dissatisfied,Dissatisfied,Neutral,Very Dissatisfied,Neutral,Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Satisfied,1,1,Budaka,Muteesa,"3,000,000"
Faculty of Engineering & Survey,Male,19/1/324/D/632,Day,2023,Main Campus Luwero,Strongly agree,Agree,Strongly disagree,Neutral,Strongly agree,Agree,Agree,Neutral,Strongly agree,Excellent,Strongly agree,Good,Good,Average,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,"University should offer balls to students that play football, rugby other than students buying balls for themselves",Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Satisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,3,2,Bududa,Akidua,"3,800,000"
Faculty of Engineering & Survey,Female,20/2/334/D/1201,Day,2023,Main Campus Luwero,Neutral,Agree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Neutral,Good,Neutral,Poor,Good,Poor,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Agree,Neutral,The showers are really dirty as well as the toilets and water services have to be for sure  thereâ€™s need for improvement. As well as the hall food is not really the best,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Satisfied,Neutral,Very Satisfied,Dissatisfied,Neutral,Neutral,Very Satisfied,Very Dissatisfied,Very Satisfied,Very Dissatisfied,Satisfied,Neutral,Satisfied,Very Satisfied,3,3,Bugiri,Ham Mukasa,"3,000,000"
Faculty of Engineering & Survey,Male,19/1/324/D/646,Day,2023,Main Campus Luwero,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Excellent,Strongly agree,Good,Good,Average,Neutral,Neutral,Agree,Neutral,Neutral,Strongly agree,should provide equal opportunities in all departments,Agree,Agree,Neutral,Strongly disagree,Neutral,Neutral,Satisfied,Satisfied,Neutral,Neutral,Very Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,4,3,Bugweri,Yokaana,"3,800,000"
Faculty of Engineering & Survey,Female,19/1/324/D/550,Day,2023,Main Campus Luwero,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Excellent,Strongly agree,Good,Average,Excellent,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,The bathrooms would tend to be so dirty and thus UTI diseases were very common. I would request the dean to take abrupt or regular inspections to overcome this challenge.,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Satisfied,Neutral,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Neutral,Satisfied,5,5,Bukedea,Muteesa,"3,000,000"
Faculty of Engineering & Survey,Male,19/1/324/D/629,Day,2023,Main Campus Luwero,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly agree,Neutral,Neutral,Excellent,Strongly agree,Average,Average,Fair,Disagree,Disagree,Agree,Disagree,Disagree,Strongly agree,The Dean Staff needs assistance from the top administrators,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Satisfied,Satisfied,Dissatisfied,Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Dissatisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,4,4,Bukwo,Akidua,"2,200,000"
Faculty of Engineering & Survey,Male,19/1/324/D/665,Day,2023,Main Campus Luwero,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Agree,Disagree,Agree,Excellent,Strongly agree,Poor,Fair,Poor,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Stop forcing students to stay in those fuckin halls of residence that stink like hell... Ensure high standards of sanitation in halls and ensure the quality of the meals is multiplied by 20,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very Dissatisfied,Neutral,Satisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,1,1,Bulambuli,Ham Mukasa,"3,000,000"
Faculty of Engineering & Survey,Female,19/1/324/D/558,Day,2023,Main Campus Luwero,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Strongly agree,Good,Neutral,Fair,Average,Poor,Neutral,Neutral,Neutral,Disagree,Disagree,Strongly agree,NA,Disagree,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Neutral,Satisfied,Very Dissatisfied,Neutral,Very Satisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,3,3,Busia,Yokaana,"3,800,000"
Faculty of Engineering & Survey,Male,19/1/324/D/303,Day,2023,Main Campus Luwero,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Average,Neutral,Average,Average,Average,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,NA,Disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Neutral,Neutral,Very Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Satisfied,1,2,Butaleja,Muteesa,"3,000,000"
Faculty of Engineering & Survey,Male,19/1/324/D/202,Day,2023,Main Campus Luwero,Strongly agree,Agree,Disagree,Neutral,Strongly agree,Agree,Agree,Neutral,Agree,Good,Agree,Good,Good,Poor,Neutral,Agree,Agree,Neutral,Neutral,Strongly agree,Make the hostels more conducive and improve and provide better meals. Also councilling should be adequate especially for new students.,Agree,Agree,Disagree,Neutral,Agree,Very Dissatisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Very Satisfied,Neutral,Neutral,Very Dissatisfied,Neutral,Satisfied,Satisfied,Neutral,Satisfied,3,3,Butebo,Akidua,"3,800,000"
Faculty of Engineering & Survey,Male,19/1/324/D/673,Day,2023,Main Campus Luwero,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Excellent,Agree,Fair,Good,Poor,Neutral,Neutral,Agree,Neutral,Agree,Strongly agree,"Meals should remain consistent as they be at the start of the semester, hostels should be regulated especially the number of students with maximum of 3-2. Thank you",Agree,Agree,Agree,Disagree,Disagree,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,4,5,Buyende,Ham Mukasa,"3,000,000"
Faculty of Engineering & Survey,Male,19/1/324/D/528,Day,2023,Main Campus Luwero,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Good,Agree,Average,Average,Good,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Improve meals,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Satisfied,Satisfied,Neutral,Dissatisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,4,4,Iganga,Akidua,"3,800,000"
